id_cliente,fecha_alta,canal_alta,tienda_alta,genero,edad,provincia,acepta_marketing,email
CLI00316,2022-09-03,Tienda,S10,M,33.0,CABA,False,carrizoluciano-benjamin@example.net
CLI00317,2025-05-09,Online,,M,82.0,Santa Fe,True,morenadiaz@example.org
CLI00318,2024-12-19,Tienda,T14,F,33.0,Salta,True,hcarrizo@example.net
CLI00319,2022-06-22,Online,,F,,Cordoba,False,imartinez
CLI00320,2023-11-22,Tienda,T07,M,46.0,Mendoza,True,suarezmia-morena@example.net
CLI00321,2023-12-19,Online,,F,50.0,Entre Rios,True,mlopez@example.net
CLI00322,2022-01-10,Tienda,S01,M,45.0,Mendoza,False,valentin97@example.net
CLI00323,2023-03-10,Sucursal,T22,F,29.0,Cordoba,False,atorres@example.net
CLI00324,2022-04-21,Tienda,T24,M,25.0,Neuquen,True,juan-manuel00@example.net
CLI00325,2022-03-08,Tienda,T11,M,50.0,Salta,True,alma-valentina18@example.com
CLI00326,2023-12-09,Online,,M,41.0,Salta,False,martinavera
CLI00327,2024-07-01,Online,,F,,Cordoba,True,catalina55@example.com
CLI00328,2025-02-10,Tienda,T14,F,58.0,Santa Fe,True,emiliaromero@example.com
CLI00329,2024-03-19,Tienda,T08,F,52.0,Santa Fe,False,juana76@example.com
CLI00330,2024-01-06,Online,,F,38.0,Tucuman,True,francisca53@example.net
CLI00331,2023-12-20,Online,,M,38.0,Salta,False,romerojosefina@example.com
CLI00332,2022-07-06,Online,,F,45.0,Mendoza,True,caceresmartina@example.net
CLI00333,2024-03-20,Online,,F,32.0,Tucuman,True,dmolina@example.com
CLI00334,2023-03-15,Online,,F,23.0,Salta,True,gonzalezgael@example.com
CLI00335,2024-06-07,Online,,F,46.0,CABA,True,caceresnahuel@example.net
CLI00336,2023-07-04,Tienda,T03,M,21.0,Neuquen,True,luciaquiroga@example.net
CLI00337,2025-07-03,Tienda,T13,M,47.0,Santa Fe,False,diazvicente@example.com
CLI00338,2024-07-01,Online,,F,21.0,Neuquen,False,santinolopez@example.org
CLI00339,2023-09-08,Online,,F,40.0,Entre Rios,False,avilaambar@example.com
CLI00340,2025-06-27,Tienda,T04,M,40.0,CABA,False,maiacastro@example.com
CLI00341,2025-06-13,Tienda,T06,,66.0,Buenos Aires,True,cirosanchez@example.com
CLI00342,2024-04-06,Online,,F,27.0,Salta,True,aguirremaximo@example.org
CLI00343,2025-02-03,Tienda,T20,M,,CABA,True,zsilva@example.com
CLI00344,2022-04-09,Online,,M,32.0,Mendoza,True,qluna@example.org
CLI00345,2023-11-26,Tienda,T10,F,26.0,Tucuman,True,fmolina@example.net
CLI00346,2023-11-21,Tienda,T14,,33.0,Santa Fe,False,luciaflores@example.org
CLI00347,2024-09-25,Online,,F,47.0,Neuquen,True,velazquezalma-mia@example.org
CLI00348,2025-06-23,Online,,F,52.0,Entre Rios,False,agustinperez
CLI00349,2024-04-10,Online,,F,65.0,Tucuman,True,lponce@example.org
CLI00350,2023-06-19,Tienda,T15,F,31.0,Santa Fe,False,sebastianrodriguez@example.net
CLI00351,2024-03-24,Tienda,T27,F,78.0,Entre Rios,True,qmedina@example.org
CLI00352,2024-11-13,Tienda,T18,M,69.0,Entre Rios,False,rodriguezlautaro-nicolas@example.net
CLI00353,2025-04-08,Online,,M,39.0,Entre Rios,True,alvarezjosefina@example.net
CLI00354,2022-08-31,Tienda,T24,F,18.0,Entre Rios,True,ucabrera@example.com
CLI00355,2025-10-17,Online,,F,,Mendoza,True,kherrera
CLI00356,2022-07-31,Online,,,43.0,Buenos Aires,False,torresmia-valentina@example.net
CLI00357,2025-03-16,Online,,M,18.0,Tucuman,True,yalvarez@example.com
CLI00358,2025-10-11,Online,,M,43.0,Buenos Aires,True,juana09@example.net
CLI00359,2024-10-23,Tienda,T16,F,39.0,Buenos Aires,True,tiziana02@example.net
CLI00360,2025-04-30,Tienda,T22,F,31.0,Salta,True,pbravo@example.com
CLI00361,2023-07-20,Online,,M,50.0,Neuquen,True,ojuarez@example.com
CLI00362,2023-02-18,Online,,F,56.0,Neuquen,True,sanchezthiago-benjamin@example.org
CLI00363,2024-05-06,Online,,F,,Santa Fe,True,garciavalentino@example.net
CLI00364,2022-08-03,Online,,F,45.0,CABA,False,fsosa@example.net
CLI00365,2024-03-19,Tienda,T08,M,32.0,Buenos Aires,True,wdiaz@example.net
CLI00366,2025-09-22,Tienda,T20,F,30.0,Tucuman,False,josefinarodriguez@example.com
CLI00367,2023-11-11,Online,,F,43.0,Salta,True,gabrielnunez
CLI00368,2022-01-14,Sucursal,T02,M,49.0,CABA,True,fmedina@example.net
CLI00369,2025-03-23,Online,,M,34.0,Mendoza,False,martinezclara@example.com
CLI00370,2025-07-16,Tienda,T14,M,18.0,Tucuman,False,agustin93@example.org
CLI00371,2022-11-07,Online,,F,50.0,Tucuman,False,lopezconstanza@example.com
CLI00372,2024-04-23,Tienda,T18,M,19.0,Tucuman,True,lola82@example.org
CLI00373,2022-03-07,Tienda,T08,,43.0,Cordoba,True,gtorres@example.com
CLI00374,2024-07-12,Tienda,T19,M,66.0,Buenos Aires,True,fernandezmatias@example.com
CLI00375,2023-02-14,Online,,M,41.0,Buenos Aires,False,gomezsofia@example.net
CLI00376,2023-12-12,Tienda,T19,F,25.0,CABA,False,thiago-benjaminvargas@example.com
CLI00377,2022-05-22,Tienda,T06,F,,Santa Fe,True,mvazquez@example.org
CLI00378,2023-01-06,Tienda,T15,F,58.0,Entre Rios,True,romerojeronimo@example.com
CLI00379,2022-05-03,Sucursal,S20,F,41.0,Tucuman,False,gonzalezthiago
CLI00380,2024-10-27,Online,,F,49.0,Mendoza,True,eduarte@example.net
CLI00381,2024-07-23,Online,,F,54.0,Tucuman,True,vegacatalina@example.com
CLI00382,2024-04-04,Tienda,T20,F,,CABA,True,camposvalentina@example.com
CLI00383,2022-09-24,Online,,M,37.0,Mendoza,True,thiagomartinez@example.net
CLI00384,2022-11-20,Tienda,T01,F,28.0,Buenos Aires,True,acunanahiara-jazmin@example.org
CLI00385,2025-08-11,Online,,M,18.0,Tucuman,True,mirandaisabella@example.net
CLI00386,2024-11-02,Tienda,T02,M,20.0,Entre Rios,False,jrodriguez@example.com
CLI00387,2025-01-07,Tienda,T09,F,-3.0,Buenos Aires,True,amparogarcia@example.net
CLI00388,2023-10-07,Sucursal,T08,F,39.0,Mendoza,True,herrerathiago@example.com
CLI00389,2022-07-01,Tienda,T25,X,47.0,Santa Fe,False,calvarez@example.org
CLI00390,2025-03-25,Online,,M,40.0,Cordoba,True,herreraian-ezequiel@example.org
CLI00391,2022-08-18,Online,,M,44.0,Cordoba,True,bautistarios@example.com
CLI00392,2025-07-21,Online,,F,53.0,CABA,True,santiago-benjamincampos@example.com
CLI00393,2025-05-14,Tienda,T13,X,29.0,Cordoba,True,acostaalma
CLI00394,2025-04-16,Tienda,T12,F,37.0,Neuquen,True,xgomez@example.org
CLI00395,2023-04-30,Online,,F,19.0,Neuquen,False,lopezfacundo@example.org
CLI00396,2023-10-03,Tienda,T01,M,55.0,Santa Fe,True,thiago-benjaminramirez@example.org
CLI00397,2022-02-07,Tienda,T02,F,42.0,Tucuman,True,ignacio24@example.com
CLI00398,2022-06-09,Tienda,T05,F,48.0,Buenos Aires,True,hbarrios@example.org
CLI00399,2025-11-29,Tienda,T17,M,63.0,Santa Fe,True,moralesmaia@example.org
CLI00400,2024-03-28,Online,,M,57.0,Tucuman,False,juan-ignacio35
CLI00401,2023-09-23,Online,,M,41.0,Entre Rios,True,mateo-joaquin31@example.com
CLI00402,2023-02-27,Online,,F,53.0,Buenos Aires,False,isabellaojeda@example.com
CLI00403,2022-07-30,Tienda,S14,F,21.0,Entre Rios,True,benitezbianca@example.net
CLI00404,2022-07-24,Tienda,T03,F,48.0,Cordoba,False,caceresjuan-david@example.com
CLI00405,2022-09-29,Tienda,T03,F,43.0,Entre Rios,False,agonzalez@example.org
CLI00406,2023-02-09,Tienda,T15,M,19.0,CABA,False,valentinolopez@example.org
CLI00407,2024-11-04,Tienda,T11,M,60.0,Santa Fe,True,juan-martinrivero@example.net
CLI00408,2024-12-03,Tienda,T21,F,32.0,Neuquen,True,joaquin29@example.net
CLI00409,2024-10-30,Online,,M,51.0,Mendoza,False,maria-victoriadiaz
CLI00410,2022-04-06,Tienda,T21,M,36.0,Mendoza,True,dmansilla@example.net
CLI00411,2025-03-29,Tienda,T18,,55.0,CABA,True,emilia71@example.org
CLI00412,2023-08-21,Tienda,T22,M,60.0,Entre Rios,True,qfernandez@example.com
CLI00413,2022-12-29,Tienda,T27,M,,Salta,True,martina59@example.net
CLI00414,2025-06-06,Online,,F,20.0,Santa Fe,False,maximo78@example.org
CLI00415,2022-06-26,Online,,M,40.0,Mendoza,True,augustoguzman@example.com
CLI00416,2025-02-11,Tienda,T14,F,53.0,Buenos Aires,True,dsilva@example.com
CLI00417,2025-06-28,Tienda,T22,F,36.0,Salta,True,bacosta@example.net
CLI00418,2025-03-20,Online,,M,33.0,Santa Fe,True,benjaminmartin@example.org
CLI00419,2024-06-22,Tienda,T11,M,,Entre Rios,True,santinomartinez@example.org
CLI00420,2022-01-29,Tienda,T23,M,18.0,Neuquen,False,thiago-benjaminmiranda@example.net
CLI00421,2024-04-21,Online,,F,,Neuquen,True,federicogomez@example.org
CLI00422,2024-11-12,Tienda,T12,F,22.0,CABA,True,perezvalentin@example.net
CLI00423,2024-01-02,Tienda,T28,M,46.0,Cordoba,False,santino16@example.org
CLI00424,2024-03-01,Tienda,T07,F,31.0,Salta,True,candelafernandez@example.net
CLI00425,2023-11-06,Online,,M,26.0,Salta,False,blopez@example.net
CLI00426,2023-07-22,Sucursal,T06,M,,Salta,True,mluna@example.net
CLI00427,2022-02-22,Tienda,T07,F,21.0,Entre Rios,True,ramosalma@example.org
CLI00428,2025-05-09,Tienda,T28,F,41.0,Buenos Aires,True,kmansilla@example.com
CLI00429,2025-04-04,Tienda,T27,M,32.0,Salta,False,romerofelipe@example.net
CLI00430,2025-09-26,Online,,F,36.0,Mendoza,False,tizianadominguez@example.org
CLI00431,2023-06-17,Tienda,T01,F,31.0,Entre Rios,True,bautistabenitez@example.net
CLI00432,2024-09-03,Online,,M,54.0,CABA,True,valentinomartin@example.com
CLI00433,2024-07-13,Tienda,T14,M,40.0,Cordoba,True,gonzalezsantino-benjamin@example.com
CLI00434,2025-09-02,Online,,M,49.0,Santa Fe,True,lucia09@example.org
CLI00435,2023-01-01,Online,,M,48.0,Tucuman,True,benitezmaria-guadalupe@example.com
CLI00436,2022-06-15,Online,,F,30.0,Salta,True,lara10@example.net
CLI00437,2025-11-01,Online,,F,49.0,Salta,True,catalina98@example.org
CLI00438,2023-10-05,Online,,F,,Buenos Aires,False,antonioavila@example.net
CLI00439,2023-02-25,Online,,M,46.0,Cordoba,True,abrilvillalba@example.com
CLI00440,2025-05-11,Tienda,T27,F,36.0,Cordoba,True,jeremiasdiaz@example.net
CLI00441,2023-06-20,Tienda,T02,F,36.0,Neuquen,False,mora74@example.org
CLI00442,2022-12-20,Online,,X,52.0,Santa Fe,False,santiagomolina@example.net
CLI00443,2023-08-02,Online,,F,72.0,Santa Fe,True,mateo35@example.net
CLI00444,2023-04-21,Tienda,T26,M,30.0,Mendoza,True,emilia34@example.org
CLI00445,2025-02-01,Online,,M,49.0,Santa Fe,False,nicolasjuarez@example.com
CLI00446,2023-10-05,Tienda,T27,F,36.0,Cordoba,False,gutierrezmiguel-angel@example.com
CLI00447,2024-12-09,Tienda,T12,F,52.0,Buenos Aires,True,gutierrezjuan-sebastian@example.net
CLI00448,2024-12-14,Online,,M,48.0,Salta,True,cirocarrizo@example.org
CLI00449,2024-09-13,Tienda,T10,F,56.0,Mendoza,True,tobias81@example.net
CLI00450,2025-06-04,Tienda,T11,F,18.0,Tucuman,False,operez@example.net
CLI00451,2024-07-11,Tienda,T03,M,33.0,Entre Rios,True,renatagomez@example.com
CLI00452,2025-01-22,Tienda,T02,M,,Santa Fe,True,aguirreluisina@example.net
CLI00453,2022-08-07,Online,,M,40.0,Buenos Aires,True,luna91@example.com
CLI00454,2025-05-28,Tienda,T05,F,31.0,Cordoba,True,wgarcia@example.com
CLI00455,2023-05-31,Tienda,T15,F,33.0,Mendoza,True,amoreno@example.net
CLI00456,2025-05-25,Tienda,T07,,,Entre Rios,True,talvarez@example.org
CLI00457,2024-02-23,Online,,M,68.0,Cordoba,True,lorenzoalvarez@example.org
CLI00458,2022-05-09,Tienda,T09,F,18.0,Buenos Aires,True,juan-cruz93@example.com
CLI00459,2022-10-26,Online,,F,37.0,Entre Rios,False,apaez@example.org
CLI00460,2022-03-11,Online,,,46.0,Santa Fe,False,igarcia@example.com
CLI00461,2024-02-26,Tienda,T06,F,42.0,CABA,False,hgutierrez
CLI00462,2024-11-27,Tienda,T17,M,37.0,Tucuman,False,walvarez@example.org
CLI00463,2024-05-18,Online,,M,23.0,Mendoza,False,facundo01@example.net
CLI00464,2022-12-01,Online,,M,28.0,Buenos Aires,True,ztorres@example.net
CLI00465,2024-03-30,Online,,F,52.0,Tucuman,True,emilianosoto@example.com
CLI00466,2023-08-10,Online,,M,57.0,Neuquen,False,helena12@example.com
CLI00467,2023-04-10,Online,,M,43.0,Entre Rios,True,pazagustina@example.org
CLI00468,2024-08-15,Online,,F,30.0,Neuquen,False,luciano86@example.net
CLI00469,2022-08-17,Online,,M,43.0,Mendoza,True,augusto38@example.org
CLI00470,2023-08-25,Online,,X,38.0,CABA,False,moralesjuan-martin@example.com
CLI00471,2024-04-12,Online,,M,49.0,CABA,False,ledesmabenjamin
CLI00472,2022-01-05,Tienda,T04,M,43.0,Neuquen,True,avilacamila@example.org
CLI00473,2024-05-05,Tienda,T28,M,33.0,Tucuman,True,diazguillermina@example.net
CLI00474,2024-04-07,Tienda,T22,M,44.0,Cordoba,True,danteramirez
CLI00475,2022-06-27,Tienda,T09,F,25.0,Tucuman,False,maximogimenez@example.org
CLI00476,2022-05-27,Tienda,T16,M,53.0,Cordoba,False,abigailaguirre@example.com
CLI00477,2024-06-13,Tienda,T28,F,58.0,Salta,True,ferreyraramiro@example.net
CLI00478,2023-04-17,Online,,,25.0,Entre Rios,True,beniciolopez@example.com
CLI00479,2024-07-06,Tienda,T14,F,47.0,Salta,True,sosatomas@example.com
CLI00480,2022-01-29,Online,,M,28.0,Mendoza,False,mateo-agustinnunez@example.org
CLI00481,2023-10-04,Sucursal,T02,M,57.0,Buenos Aires,True,valentinagonzalez@example.net
CLI00482,2025-06-01,Online,,M,,Mendoza,False,benjamin74@example.com
CLI00483,2024-05-29,Online,,F,38.0,Entre Rios,True,echavez@example.org
CLI00484,2024-09-15,Online,,F,55.0,Neuquen,False,renataruiz
CLI00485,2024-11-05,Tienda,T03,M,35.0,CABA,True,ariasemma@example.org
CLI00486,2022-09-06,Online,,F,32.0,Salta,False,slopez@example.com
CLI00487,2024-03-30,Tienda,T17,M,34.0,Neuquen,False,romeroluna@example.com
CLI00488,2023-08-12,Tienda,T10,,40.0,Tucuman,False,sotociro@example.com
CLI00489,2024-03-19,Online,,F,37.0,Salta,True,slopez@example.com
CLI00490,2022-12-13,Tienda,T26,F,44.0,Salta,True,garciabenjamin@example.org
CLI00491,2022-12-20,Online,,F,33.0,Entre Rios,True,catalinaperez@example.org
CLI00492,2024-03-21,Online,,F,52.0,CABA,True,zmiranda@example.org
CLI00493,2022-08-21,Tienda,S25,M,56.0,Neuquen,True,delfina66@example.net
CLI00494,2025-10-31,Tienda,T03,M,35.0,CABA,False,juanaherrera@example.org
CLI00495,2022-11-28,Tienda,T06,M,22.0,CABA,True,tperalta@example.com
CLI00496,2024-05-20,Tienda,T13,M,52.0,Santa Fe,False,xnunez@example.net
CLI00497,2022-12-26,Tienda,S10,F,57.0,CABA,True,juan-ignaciocardozo
CLI00498,2024-09-16,Tienda,T14,F,39.0,Neuquen,False,molinavictoria@example.com
CLI00499,2022-02-11,Tienda,T08,M,23.0,Neuquen,False,josefinaalvarez@example.org
CLI00500,2024-10-11,Online,,M,,CABA,True,juan-cruzdominguez@example.org
CLI00501,2022-04-10,Online,,M,63.0,Cordoba,False,luciana43@example.org
CLI00502,2024-11-15,Online,,M,18.0,Mendoza,True,martinezjuan-ignacio@example.net
CLI00503,2023-08-06,Tienda,T01,F,48.0,Salta,True,lola72@example.com
CLI00504,2022-09-15,Online,,M,37.0,Salta,True,agostina56@example.org
CLI00505,2024-08-20,Tienda,T11,M,30.0,Entre Rios,False,zmartinez@example.com
CLI00506,2025-08-15,Online,,M,48.0,Santa Fe,True,lopezjuan-ignacio@example.net
CLI00507,2024-12-07,Tienda,T21,F,23.0,Buenos Aires,True,ruizsofia@example.com
CLI00508,2022-10-17,Tienda,T28,F,,Entre Rios,True,felipe08@example.com
CLI00509,2024-07-08,Tienda,T05,F,60.0,Salta,True,tizianomartinez@example.com
CLI00510,2024-11-12,Tienda,T25,F,44.0,Entre Rios,True,gabriel95@example.org
CLI00511,2022-06-13,Online,,M,29.0,Neuquen,False,santino-nicolas99@example.net
CLI00512,2022-03-11,Online,,M,18.0,Cordoba,True,thiago-ezequielgonzalez@example.com
CLI00513,2022-11-03,Online,,M,24.0,Santa Fe,True,lautaro-ezequiel16@example.net
CLI00514,2024-12-22,Tienda,T24,F,18.0,Mendoza,False,emiliagomez@example.com
CLI00515,2023-10-09,Tienda,T05,F,64.0,Salta,False,helena78@example.org
CLI00516,2024-09-14,Tienda,T27,,38.0,Entre Rios,True,pedrogutierrez@example.org
CLI00517,2023-12-16,Tienda,T01,X,27.0,Neuquen,False,martinaquiroga@example.net
CLI00518,2023-01-17,Online,,F,23.0,CABA,True,faustinogodoy
CLI00519,2024-03-05,Online,,F,5.0,Salta,False,ciro-benjaminlopez@example.com
CLI00520,2023-08-24,Online,,M,37.0,Entre Rios,False,lucafernandez@example.net
CLI00521,2024-10-29,Tienda,T08,F,24.0,Buenos Aires,True,pmartinez@example.org
CLI00522,2024-01-23,Tienda,T19,M,65.0,Salta,False,pfernandez@example.com
CLI00523,2024-10-16,Online,,F,31.0,Cordoba,False,antoniofernandez@example.net
CLI00524,2022-12-18,Online,,F,31.0,CABA,True,molinaalejo@example.org
CLI00525,2024-09-15,Tienda,T13,M,,Cordoba,True,matiasmedina@example.com
CLI00526,2025-04-28,Tienda,T07,M,62.0,Mendoza,True,ledesmabenjamin@example.com
CLI00527,2022-10-29,Online,,F,,CABA,True,escobarjulieta@example.org
CLI00528,2024-10-21,Online,,F,35.0,Buenos Aires,True,ksoto@example.com
CLI00529,2023-10-12,Tienda,T04,M,45.0,CABA,False,emilia81
CLI00530,2022-03-08,Online,,M,44.0,Entre Rios,True,wtoledo@example.com
CLI00531,2022-05-03,Tienda,T13,M,49.0,Santa Fe,False,giovanni94@example.org
CLI00532,2024-07-30,Tienda,T21,M,45.0,Buenos Aires,True,ysuarez@example.net
CLI00533,2023-04-15,Online,,F,28.0,Buenos Aires,True,alma-jazmin49@example.net
CLI00534,2024-08-10,Tienda,T16,M,24.0,Cordoba,True,jeremias12@example.net
CLI00535,2022-02-10,Online,,M,44.0,Salta,False,smansilla@example.com
CLI00536,2022-09-29,Tienda,T25,M,25.0,Mendoza,False,santinomunoz
CLI00537,2023-03-30,Online,,F,61.0,Santa Fe,True,olivia55@example.org
CLI00538,2023-06-23,Tienda,T26,F,42.0,Tucuman,True,luana43@example.org
CLI00539,2022-03-02,Online,,M,27.0,Tucuman,True,nbarrios@example.com
CLI00540,2023-09-10,Tienda,T08,M,37.0,Tucuman,True,jeronimojuarez@example.net
CLI00541,2022-04-28,Tienda,T03,F,,Tucuman,True,mateoacosta@example.com
CLI00542,2022-05-11,Tienda,T15,M,40.0,Entre Rios,True,roldanjazmin@example.org
CLI00543,2024-11-21,Tienda,T25,,55.0,Cordoba,True,gonzaleztomas@example.net
CLI00544,2023-09-14,Online,,F,21.0,Santa Fe,True,bautista08@example.net
CLI00545,2023-09-07,Online,,F,18.0,Tucuman,True,isabella02
CLI00546,2025-08-12,Tienda,T09,M,46.0,Santa Fe,True,oliviagonzalez@example.net
CLI00547,2024-09-12,Tienda,T03,M,39.0,Buenos Aires,True,valentinmolina@example.net
CLI00548,2023-11-04,Tienda,T17,M,44.0,Salta,True,martinsoto@example.net
CLI00549,2022-04-29,Tienda,T23,,,Salta,True,munozignacio@example.net
CLI00550,2023-03-10,Online,,F,,Tucuman,True,emoyano@example.net
CLI00551,2024-08-03,Tienda,T03,F,53.0,Neuquen,True,santino-ezequiel80@example.org
CLI00552,2022-11-21,Tienda,T02,M,29.0,Cordoba,True,jledesma@example.net
CLI00553,2024-04-25,Online,,X,42.0,Entre Rios,False,psosa@example.net
CLI00554,2023-10-07,Tienda,T12,F,30.0,Cordoba,False,juan-ignacio23@example.net
CLI00555,2024-12-30,Online,,F,26.0,Cordoba,False,morena-jazminperez@example.org
CLI00556,2022-10-01,Online,,F,,CABA,False,paloma38@example.com
CLI00557,2022-11-27,Tienda,S04,M,49.0,CABA,True,poncenahuel@example.net
CLI00558,2022-04-28,Tienda,S15,F,18.0,Salta,True,zperalta@example.com
CLI00559,2022-07-16,Tienda,T08,F,26.0,CABA,True,moralesthiago-daniel@example.net
CLI00560,2022-05-30,Tienda,T06,F,46.0,Salta,True,mmolina@example.net
CLI00561,2023-11-25,Online,,F,56.0,Tucuman,True,fernandezoctavio@example.org
CLI00562,2023-08-14,Tienda,T23,,32.0,Santa Fe,True,torresbenjamin@example.net
CLI00563,2025-10-27,Online,,M,39.0,Mendoza,True,tgarcia@example.org
CLI00564,2023-09-14,Online,,M,22.0,Tucuman,False,riosluna@example.net
CLI00565,2022-06-17,Online,,F,77.0,Salta,False,mateo50@example.com
CLI00566,2022-06-29,Tienda,T15,M,48.0,Tucuman,True,agustina85@example.net
CLI00567,2023-12-15,Online,,F,54.0,Cordoba,True,santino85@example.net
CLI00568,2022-06-14,Online,,M,51.0,Cordoba,True,valentinalopez@example.com
CLI00569,2022-02-01,Online,,F,55.0,Tucuman,True,bgomez@example.com
CLI00570,2022-06-11,Online,,M,50.0,Cordoba,False,santiago84
CLI00571,2025-06-29,Tienda,T15,M,37.0,CABA,True,lmiranda@example.com
CLI00572,2024-02-26,Sucursal,T05,M,,Santa Fe,True,santino-agustin00@example.com
CLI00573,2025-12-22,Tienda,T06,F,43.0,CABA,True,cgimenez@example.org
CLI00574,2022-04-19,Tienda,T24,X,60.0,Mendoza,True,kmansilla@example.net
CLI00575,2025-05-18,Online,,F,31.0,Santa Fe,False,nmartinez@example.net
CLI00576,2022-04-21,Online,,M,34.0,Entre Rios,True,bruno42@example.net
CLI00577,2024-06-30,Tienda,T22,M,51.0,Entre Rios,True,mateososa@example.com
CLI00578,2023-04-29,Online,,F,59.0,Neuquen,True,walvarez@example.com
CLI00579,2022-01-09,Tienda,S27,M,44.0,Salta,True,bromero@example.org
CLI00580,2023-11-02,Tienda,T11,M,32.0,Santa Fe,True,moralesian-benjamin@example.org
CLI00581,2023-02-03,Sucursal,T03,,40.0,CABA,True,isabella45@example.net
CLI00582,2024-04-17,Tienda,T23,F,35.0,Tucuman,True,samuelgonzalez@example.net
CLI00583,2025-08-10,Tienda,T02,M,68.0,CABA,True,hernandezoctavio@example.net
CLI00584,2024-04-14,Tienda,T18,F,54.0,CABA,True,torresemilia@example.org
CLI00585,2025-06-28,Online,,M,59.0,Buenos Aires,False,thiago-ezequielsanchez@example.com
CLI00586,2024-12-15,Online,,M,46.0,Cordoba,True,lautaromolina@example.com
CLI00587,2023-05-04,Tienda,T03,M,34.0,Mendoza,True,felicitas78
CLI00588,2023-06-21,Online,,F,58.0,Mendoza,False,alma-valentinafranco@example.org
CLI00589,2022-07-18,Tienda,T06,M,65.0,Mendoza,True,paezfelicitas@example.com
CLI00590,2023-10-13,Tienda,T16,F,50.0,Tucuman,True,alexander91@example.org
CLI00591,2023-03-17,Tienda,T03,F,41.0,Buenos Aires,True,valentina98@example.net
CLI00592,2025-09-30,Online,,M,57.0,Salta,True,bautista39@example.org
CLI00593,2024-05-03,Online,,M,36.0,CABA,True,clara75@example.net
CLI00594,2023-09-18,Online,,M,52.0,Santa Fe,True,mansillajuan-cruz@example.org
CLI00595,2023-02-07,Online,,F,32.0,Salta,True,manuel24@example.org
CLI00596,2024-10-25,Online,,F,28.0,Cordoba,False,isabellaacosta@example.net
CLI00597,2023-02-17,Tienda,T02,F,49.0,Cordoba,True,diazabril@example.org
CLI00598,2024-05-27,Tienda,T07,M,46.0,Neuquen,False,rodriguezaugusto@example.net
CLI00599,2023-05-14,Tienda,T15,M,68.0,Neuquen,True,benjaminperez@example.net
CLI00600,2025-07-02,Online,,F,38.0,Tucuman,True,thiago-gabriel35@example.com
CLI00601,2025-06-20,Online,,M,42.0,Buenos Aires,False,morenolola@example.net
CLI00602,2025-03-14,Online,,M,26.0,Buenos Aires,True,isabellaramirez@example.org
CLI00603,2022-05-08,Tienda,T09,M,18.0,Salta,False,octavio96@example.com
CLI00604,2025-10-04,Tienda,T25,X,18.0,Mendoza,True,gonzalezjosefina@example.net
CLI00605,2025-12-12,Tienda,T02,M,48.0,Entre Rios,True,ramirezpaloma@example.com
CLI00606,2022-08-17,Tienda,T03,M,25.0,Entre Rios,True,fernandezfelipe@example.org
